Date,Active energy burned(Cal),Apple Watch stand hours(hr),Basal energy burned(Cal),Distance walking / running(mi),Exercise time(min),Flights climbed(count),Heart rate(count/min),Resting heart rate(count/min),Stand time(min),Step count(count),Walking heart rate average(count/min)
2022-09-20,1024.491,17.000,2337.891,4.923,55.000,3.000,76.823,59.000,140.000,10392.000,97.000
2022-09-21,1014.348,17.000,2315.926,5.325,63.000,5.860,79.271,55.000,180.000,11567.780,93.000
2022-09-22,809.007,15.000,2209.406,4.629,32.000,7.000,76.227,59.000,147.000,10049.000,108.000
2022-09-23,899.770,19.000,2358.787,4.486,16.000,3.000,69.200,58.000,163.000,10023.000,91.000
2022-09-24,583.455,15.000,2092.105,3.099,18.000,,67.430,56.000,134.000,7143.000,99.500
2022-09-25,848.824,16.000,2257.342,5.209,55.000,,83.059,57.000,204.000,11697.000,109.000
2022-09-26,1051.498,15.000,2288.628,6.616,68.000,,87.555,56.000,212.000,14289.000,111.000
2022-09-27,849.016,15.000,2288.072,4.858,50.000,,77.676,53.000,138.000,10460.000,111.000
2022-09-28,841.817,18.000,2203.972,5.006,45.000,,77.643,49.000,199.000,11064.000,114.000
2022-09-29,793.170,15.000,2268.134,3.900,31.000,17.000,74.585,60.000,155.000,8909.000,113.000
2022-09-30,607.323,14.000,2149.284,2.679,12.000,5.000,64.816,53.000,90.000,5916.000,100.000
