Date,Active energy burned(Cal),Apple Watch stand hours(hr),Basal energy burned(Cal),Distance walking / running(mi),Exercise time(min),Flights climbed(count),Heart rate(count/min),Resting heart rate(count/min),Stand time(min),Step count(count),Walking heart rate average(count/min)
2021-04-13,846.683,16.000,2306.969,3.319,31.000,1.000,71.318,53.000,112.000,7399.000,82.000
2021-04-14,905.948,16.000,2092.959,2.046,62.000,3.000,68.823,57.000,77.000,4531.000,93.000
2021-04-15,627.508,16.000,2028.850,1.569,32.000,,80.918,67.000,67.000,3582.000,98.000
2021-04-16,932.125,16.000,2261.906,3.506,45.000,6.000,78.299,60.000,156.000,7790.000,95.000
2021-04-17,810.744,14.000,2186.787,3.549,31.000,6.000,77.120,58.000,141.000,7853.000,91.000
2021-04-18,935.225,16.000,2228.992,4.703,40.000,5.000,81.196,60.000,157.000,10134.000,88.500
2021-04-19,795.206,16.000,2214.555,3.285,31.000,7.000,72.317,56.000,91.000,6951.000,94.000
2021-04-20,739.615,15.000,2178.209,2.415,36.000,5.000,71.316,56.000,67.000,5302.000,98.500
2021-04-21,939.016,17.000,2251.196,4.800,52.000,3.000,77.458,53.000,122.000,10037.000,96.000
2021-04-22,975.604,17.000,2174.327,5.210,50.000,2.000,82.994,58.000,152.000,11072.000,102.000
2021-04-23,990.294,18.000,2253.621,4.762,56.000,2.000,81.697,56.000,136.000,10094.000,108.000
2021-04-24,1023.960,14.000,2283.035,5.127,49.000,6.000,85.718,65.000,174.000,10931.000,94.500
2021-04-25,943.343,16.000,2293.967,3.869,51.000,4.000,83.710,60.000,176.000,8613.000,91.000
2021-04-26,781.600,16.000,2187.570,3.229,35.000,5.000,71.187,51.000,111.000,7005.000,92.000
2021-04-27,1015.069,19.000,2307.345,5.490,43.000,10.000,81.193,62.000,201.000,11953.163,101.500
2021-04-28,996.404,16.000,2348.617,3.447,39.000,1.000,73.368,59.000,146.000,7626.000,96.000
2021-04-29,814.370,17.000,2212.835,3.933,30.000,6.000,73.391,56.000,121.000,8160.000,89.000
2021-04-30,806.341,14.000,2220.788,3.862,36.000,4.000,81.933,61.000,125.000,8384.000,92.000
2021-05-01,1107.509,17.000,2386.375,5.093,48.000,6.000,85.087,55.000,192.000,11284.000,107.500
2021-05-02,880.662,16.000,2280.326,4.046,30.000,14.987,75.922,64.000,188.000,8946.000,93.000
2021-05-03,1210.212,17.000,2365.482,5.998,82.000,11.000,87.925,57.000,152.000,12296.000,101.500
2021-05-04,1034.991,16.000,2263.543,4.182,73.000,1.000,84.010,60.000,132.000,9028.000,87.000
2021-05-05,1030.563,17.000,2237.440,4.580,66.000,5.000,85.569,60.000,142.000,9471.000,97.000
2021-05-06,947.492,17.000,2182.627,4.573,62.000,5.000,86.764,59.000,134.000,10073.000,99.000
2021-05-07,999.718,15.000,2153.792,4.559,77.000,5.000,82.032,57.000,155.000,9848.000,94.500
2021-05-08,915.750,16.000,2182.946,4.936,40.000,10.000,83.522,61.000,203.000,10887.000,97.000
2021-05-09,985.537,18.000,2368.049,4.586,30.000,8.000,75.927,54.000,168.000,10103.000,97.000
2021-05-10,933.774,15.000,2154.676,4.849,61.000,1.000,81.151,57.000,148.000,10219.000,90.500
2021-05-11,953.793,16.000,2194.882,5.003,57.000,5.000,82.912,63.000,161.000,10629.000,101.000
2021-05-12,815.366,16.000,2190.046,1.873,43.000,3.000,71.653,56.000,67.000,4147.000,96.000
2021-05-13,975.747,15.000,2291.400,5.114,32.000,1.000,86.891,60.000,158.000,11419.000,107.000
2021-05-14,874.644,16.000,2161.867,3.656,54.000,1.000,86.478,59.000,122.000,7949.000,109.000
2021-05-15,818.628,15.000,2215.733,2.712,38.000,5.000,75.165,58.000,112.000,6157.332,102.000
2021-05-16,928.599,16.000,2260.113,3.365,48.000,5.000,71.713,59.000,155.000,7650.866,100.500
2021-05-17,723.293,16.000,2193.196,1.890,30.000,1.000,64.677,53.000,75.000,4187.000,88.000
2021-05-18,740.078,17.000,2204.240,2.465,31.000,4.000,77.363,55.000,106.000,5564.000,95.000
2021-05-19,878.255,15.000,2237.080,4.122,36.000,4.000,83.383,59.000,163.000,9020.000,98.500
2021-05-20,905.142,16.000,2265.706,3.649,37.000,1.000,79.491,57.000,154.000,8048.000,97.500
2021-05-21,722.784,15.000,2227.054,2.614,34.000,2.000,76.426,57.000,85.000,5741.000,91.500
2021-05-22,1009.418,18.000,2323.495,5.031,45.000,10.000,82.512,59.000,204.000,10763.000,95.000
2021-05-23,1001.501,15.000,2253.856,5.497,40.000,8.000,88.697,62.000,272.000,12460.000,99.000
2021-05-24,1168.673,17.000,2320.951,4.842,79.000,8.000,87.426,55.000,212.000,10496.000,97.500
2021-05-25,1013.225,18.000,2340.146,4.547,49.000,2.000,82.506,58.000,172.000,9648.000,102.000
2021-05-26,1110.171,17.000,2208.261,4.922,71.000,15.000,83.537,56.000,215.000,10676.000,102.000
2021-05-27,896.599,16.000,2239.636,3.659,43.000,5.000,78.922,57.000,150.000,7901.000,91.500
2021-05-28,926.866,17.000,2136.565,4.199,66.000,11.000,85.056,58.000,161.000,8993.000,102.500
2021-05-29,671.144,12.000,2082.242,2.505,48.000,3.000,78.831,55.000,104.000,5669.000,89.000
2021-05-30,880.144,17.000,2269.825,3.744,31.000,13.000,68.313,52.000,189.000,8470.000,93.000
2021-05-31,1057.095,16.000,2240.239,4.998,66.000,9.000,83.469,58.000,223.000,10785.000,99.000
2021-06-01,987.251,15.000,2183.501,5.397,62.000,6.000,86.517,56.000,145.000,11410.000,128.000
2021-06-02,984.323,14.000,2139.290,5.255,70.000,1.000,86.916,59.000,133.000,11269.000,115.000
2021-06-03,1039.203,15.000,2353.533,4.434,53.000,2.000,83.311,59.000,143.000,9666.000,107.000
2021-06-04,1054.181,16.000,2260.872,5.115,63.000,2.000,93.645,62.000,152.000,11135.000,136.000
2021-06-05,748.971,13.000,2150.559,3.199,36.000,3.000,79.010,56.000,146.000,7231.000,104.000
2021-06-06,871.966,16.000,2287.340,3.726,34.000,9.000,78.177,60.000,183.000,8231.000,101.000
2021-06-07,768.448,17.000,2213.566,2.421,30.000,2.000,70.308,52.000,122.000,5370.000,93.000
2021-06-08,927.920,16.000,2198.348,4.438,43.000,7.000,85.758,63.000,155.000,9341.000,107.000
2021-06-09,763.483,14.000,2133.000,3.578,39.000,3.000,86.649,60.000,123.000,7608.000,100.500
2021-06-10,755.151,17.000,2188.892,2.074,30.000,,71.803,58.000,105.000,4559.000,99.000
2021-06-11,948.805,17.000,2343.274,2.881,48.000,5.000,81.286,61.000,125.000,6361.000,106.000
2021-06-12,792.277,15.000,2224.424,3.135,31.000,9.000,86.139,71.000,146.000,6928.000,112.000
2021-06-13,815.689,17.000,2259.780,3.100,30.000,10.000,83.475,66.000,136.000,6792.000,106.500
2021-06-14,644.433,14.000,2053.893,1.818,30.000,2.000,69.709,57.000,78.000,4019.000,115.000
2021-06-15,757.366,15.000,2256.198,2.222,30.000,2.000,70.011,56.000,83.000,4976.000,114.000
2021-06-16,727.609,14.000,2181.434,2.168,30.000,1.000,75.784,58.000,85.000,4750.000,98.000
2021-06-17,929.419,16.000,2243.846,2.596,60.000,2.000,81.902,58.000,148.000,5681.009,111.000
2021-06-18,751.565,15.000,2133.932,2.338,36.000,1.000,70.161,60.000,79.000,5094.991,94.000
2021-06-19,841.698,16.000,2200.741,4.426,37.000,3.000,79.728,56.000,144.000,9704.000,114.000
2021-06-20,981.445,14.000,2172.186,5.618,57.000,6.000,97.914,55.000,219.000,12393.000,119.000
2021-06-21,845.184,16.000,2222.307,2.070,40.000,1.000,68.570,59.000,81.000,4570.000,90.000
2021-06-22,797.255,18.000,2164.728,4.134,33.000,4.000,80.483,56.000,128.000,9117.000,117.000
2021-06-23,760.781,17.000,2154.896,3.176,30.000,3.000,91.596,67.000,120.000,6799.000,107.000
2021-06-24,907.073,16.000,2288.335,3.381,30.000,3.000,74.598,60.000,144.000,7541.000,102.000
2021-06-25,729.735,17.000,2178.666,2.236,30.000,,73.047,57.000,83.000,4863.000,91.500
2021-06-26,886.828,16.000,2220.706,5.295,44.000,14.000,81.885,53.000,190.000,11710.000,118.000
2021-06-27,1268.360,18.000,2427.016,8.061,51.000,21.000,89.077,61.000,405.000,18007.000,110.000
2021-06-28,885.258,15.000,2201.873,4.239,33.000,7.000,72.432,58.000,211.000,9499.000,89.000
2021-06-29,985.869,17.000,2220.024,4.843,44.000,6.000,82.102,57.000,191.000,10313.000,114.000
2021-06-30,835.668,14.000,2147.569,4.126,42.000,5.000,80.572,56.000,124.000,8980.000,117.000
2021-07-01,897.971,18.000,2259.781,4.310,48.000,12.000,80.836,54.000,140.000,9407.414,122.500
2021-07-02,895.789,17.000,2296.372,3.512,31.000,9.000,69.967,54.000,139.000,7718.000,96.000
2021-07-03,884.324,16.000,2331.413,4.623,30.000,5.000,82.016,58.000,211.000,10296.936,102.000
2021-07-04,1082.837,16.000,2333.124,6.308,37.000,13.605,89.178,61.000,344.000,13943.000,111.500
2021-07-05,973.197,16.000,2316.712,5.475,40.000,9.000,88.118,65.000,244.000,12250.000,91.000
2021-07-06,1004.672,15.000,2228.784,5.208,52.000,1.000,83.113,59.000,180.000,10866.181,93.000
2021-07-07,857.402,14.000,2149.375,4.706,44.000,4.034,83.651,57.000,164.000,9868.000,107.000
2021-07-08,880.014,16.000,2182.702,4.473,47.000,5.000,78.949,56.000,138.000,9391.000,99.500
2021-07-09,813.808,16.000,2228.562,2.788,38.000,12.000,74.561,52.000,127.000,6181.000,101.500
2021-07-10,740.360,14.000,2074.260,2.346,44.000,3.000,72.755,56.000,119.000,5262.000,88.000
2021-07-11,876.570,16.000,2229.955,4.173,34.000,4.000,72.661,54.000,175.000,9316.000,108.500
2021-07-12,823.699,17.000,2234.313,3.685,35.000,2.000,72.991,55.000,132.000,8141.000,95.500
2021-07-13,847.464,17.000,2252.807,3.155,30.000,2.000,67.641,56.000,148.000,6961.000,85.000
2021-07-14,760.706,15.000,2162.604,2.942,31.000,1.000,69.959,55.000,116.000,6486.000,101.000
2021-07-15,835.313,16.000,2217.478,3.595,30.000,5.000,68.081,54.000,155.000,8038.000,102.000
2021-07-16,676.640,14.000,2131.856,2.071,30.000,3.000,74.097,52.000,71.000,4575.000,94.500
2021-07-17,809.108,16.000,2181.944,4.222,30.000,8.000,73.754,52.000,167.000,9212.000,98.000
2021-07-18,709.682,15.000,2079.418,2.575,43.000,9.000,71.381,49.000,104.000,5629.000,94.000
2021-07-19,810.818,16.000,2159.702,4.454,39.000,,84.447,57.000,130.000,9685.000,122.000
2021-07-20,1061.409,17.000,2224.056,3.745,69.000,3.000,81.766,56.000,172.000,8287.000,95.000
2021-07-21,821.946,17.000,2196.969,2.308,38.000,3.000,67.898,58.000,93.000,5099.000,88.500
2021-07-22,1038.276,17.000,2246.467,3.301,55.000,3.000,73.591,57.000,139.000,7340.000,96.000
2021-07-23,842.273,16.000,2293.637,2.984,31.000,4.000,81.592,59.000,135.000,6611.205,97.000
2021-07-24,1076.576,14.000,2174.541,5.917,67.000,15.000,85.673,56.000,290.000,13288.000,81.000
2021-07-25,774.793,17.000,2130.844,3.060,41.000,9.000,75.453,55.000,157.000,6895.000,94.000
2021-07-26,779.597,14.000,2135.299,2.907,30.000,,70.010,56.000,122.000,6499.000,92.500
2021-07-27,862.150,16.000,2232.692,3.769,32.000,4.000,77.025,57.000,147.000,8284.000,101.000
2021-07-28,912.107,16.000,2243.644,4.746,32.000,6.000,78.839,55.000,170.000,10053.000,98.000
2021-07-29,800.122,14.000,2135.239,4.180,30.000,6.000,72.749,55.000,182.000,9379.000,91.000
2021-07-30,814.916,16.000,2126.534,3.033,32.000,5.000,65.914,55.000,142.000,6607.000,82.000
2021-07-31,869.231,16.000,2174.290,4.509,44.000,9.000,80.890,52.000,166.000,9695.000,93.000
2021-08-01,1063.999,18.000,2321.407,6.279,42.000,6.000,79.030,54.000,217.000,13490.000,97.000
2021-08-02,879.751,17.000,2185.960,4.607,40.000,3.000,79.615,54.000,153.000,9800.000,98.500
2021-08-03,796.271,16.000,2145.222,3.905,30.000,2.000,78.270,55.000,151.000,8456.921,103.000
2021-08-04,788.412,16.000,2159.957,3.402,31.000,2.000,76.423,57.000,117.000,7316.000,93.000
2021-08-05,853.372,17.000,2248.203,4.315,31.000,2.000,77.450,59.000,159.000,9467.000,92.000
2021-08-06,787.427,16.000,2117.137,2.307,38.000,2.000,66.199,53.000,88.000,5035.000,78.000
2021-08-07,859.496,14.000,2149.526,5.075,45.000,5.000,86.418,58.000,202.000,11269.000,108.000
2021-08-08,1092.326,16.000,2215.806,4.999,83.000,4.000,88.459,56.000,197.000,10882.000,114.000
2021-08-09,885.122,17.000,2244.015,4.303,36.000,4.000,78.719,60.000,164.000,9409.000,100.000
2021-08-10,900.101,16.000,2269.297,3.857,34.000,1.000,75.696,56.000,141.000,8486.013,96.000
2021-08-11,811.905,16.000,2207.682,3.280,30.000,1.000,70.157,57.000,118.000,7235.987,101.000
2021-08-12,786.387,19.000,2193.336,3.425,30.000,1.000,78.863,58.000,116.000,7440.000,99.500
2021-08-13,699.337,15.000,2141.364,1.934,30.000,9.000,69.715,57.000,67.000,4270.000,91.000
2021-08-14,841.534,14.000,2110.527,5.482,44.000,5.000,91.478,56.000,192.000,11979.000,117.000
2021-08-15,929.520,17.000,2255.852,3.902,42.000,3.000,72.524,55.000,151.000,8376.000,83.000
2021-08-16,834.667,15.000,2182.374,3.745,31.000,5.000,68.019,52.000,141.000,8174.000,102.000
2021-08-17,780.642,17.000,2147.413,3.258,39.000,,68.017,54.000,126.000,7125.000,95.000
2021-08-18,762.726,16.000,2120.996,2.687,31.000,,69.919,56.000,126.000,5860.000,98.000
2021-08-19,882.784,16.000,2192.810,4.660,43.000,1.000,76.353,56.000,148.000,9734.000,93.000
2021-08-20,749.033,15.000,2117.056,1.444,52.000,,67.514,53.000,52.000,3178.000,88.000
2021-08-21,838.836,15.000,2149.095,4.985,41.000,12.000,86.179,62.000,194.000,10323.000,101.000
2021-08-22,976.973,16.000,2270.574,5.325,40.000,9.000,75.922,54.000,213.000,11697.000,84.500
2021-08-23,983.901,15.000,2117.129,3.166,74.000,1.000,73.925,55.000,114.000,6948.000,94.000
2021-08-24,848.697,15.000,2118.273,4.152,42.000,1.000,83.750,56.000,158.000,8610.000,91.000
2021-08-25,919.031,16.000,2217.080,4.115,42.000,1.000,78.529,57.000,137.000,8502.000,100.000
2021-08-26,901.305,18.000,2185.066,4.074,41.000,,82.163,56.000,148.000,8518.000,100.500
2021-08-27,861.852,17.000,2222.479,3.235,37.000,2.000,75.776,61.000,158.000,7126.000,96.000
2021-08-28,937.117,16.000,2290.985,5.948,35.000,3.000,85.466,58.000,229.000,13021.000,118.000
2021-08-29,898.795,16.000,2272.048,4.068,32.000,,78.670,54.000,224.000,9042.000,109.000
2021-08-30,909.766,17.000,2303.411,3.814,45.000,,84.452,51.000,232.000,8316.000,91.000
2021-08-31,947.273,15.000,2212.143,5.197,54.000,,78.117,57.000,217.000,10901.000,88.000
2021-09-01,962.444,16.000,2366.813,4.317,48.000,,83.001,54.000,257.000,9432.000,80.000
2021-09-02,1009.044,16.000,2136.511,4.123,81.000,,92.582,54.000,208.000,9108.000,104.000
2021-09-03,745.825,16.000,2156.986,2.410,33.000,,74.183,48.000,140.000,5310.000,94.500
2021-09-04,908.486,16.000,2170.561,4.369,69.000,,81.491,48.000,195.000,9816.000,81.000
2021-09-05,890.748,16.000,2370.586,2.927,31.000,,68.527,50.000,177.000,6599.000,80.500
2021-09-06,808.820,17.000,2248.717,3.357,31.000,,73.665,54.000,202.000,7451.000,93.000
2021-09-07,730.122,16.000,2154.369,2.551,36.000,,71.578,51.000,117.000,5697.000,83.000
2021-09-08,760.275,16.000,2188.588,2.047,30.000,,65.248,47.000,135.000,4596.250,86.000
2021-09-09,1163.486,15.000,2080.146,3.743,96.000,,94.203,54.000,175.000,8307.000,106.000
2021-09-10,744.424,16.000,2159.824,2.286,46.000,1.000,74.285,57.000,104.000,5146.000,84.500
2021-09-11,808.904,15.000,2184.258,3.848,47.000,3.000,89.796,63.000,150.000,8623.000,102.500
2021-09-12,1078.812,15.000,2302.318,4.959,50.000,14.000,74.454,57.000,260.000,11019.000,82.500
2021-09-13,932.647,16.000,2193.301,3.071,55.000,1.000,68.072,54.000,122.000,6747.000,91.000
2021-09-14,774.514,17.000,2154.619,3.302,30.000,4.000,78.811,62.000,124.000,6981.000,100.500
2021-09-15,907.445,17.000,2242.115,4.243,30.000,3.000,76.014,63.000,179.000,9254.000,102.000
2021-09-16,893.038,17.000,2149.699,2.465,59.000,2.000,72.664,62.000,98.000,5442.000,101.500
2021-09-17,776.427,16.000,2133.998,2.489,30.000,3.000,71.330,58.000,108.000,5438.000,96.000
2021-09-18,744.698,16.000,2120.481,3.111,30.000,5.000,76.705,57.000,113.000,6886.000,115.000
2021-09-19,997.656,17.000,2262.474,4.721,35.000,3.000,79.381,62.000,206.000,10367.000,99.000
2021-09-20,1013.034,15.000,2257.003,5.329,48.000,3.000,94.348,59.000,172.000,11690.000,114.000
2021-09-21,844.305,16.000,2247.128,3.486,16.000,3.000,74.542,62.000,157.000,7622.000,96.500
2021-09-22,1008.666,15.000,2181.014,4.721,69.000,3.000,89.079,70.000,186.000,10459.000,109.000
2021-09-23,615.386,14.000,1979.129,1.656,32.000,,73.069,59.000,69.000,3661.000,89.000
2021-09-24,785.403,15.000,2152.646,2.070,39.000,1.000,71.635,59.000,81.000,4527.000,87.000
2021-09-25,749.953,16.000,2155.752,2.300,33.000,5.000,69.857,53.000,86.000,5073.000,84.500
2021-09-26,1041.262,19.000,2194.837,1.886,82.000,4.000,69.621,59.000,93.000,4086.000,90.500
2021-09-27,699.995,16.000,2234.794,2.681,13.000,,74.461,63.000,107.000,5773.000,96.000
2021-09-28,672.576,16.000,2186.039,2.620,10.000,1.000,79.438,62.000,111.000,5726.000,108.500
2021-09-29,687.393,17.000,2192.513,2.327,10.000,1.000,74.374,63.000,125.000,5099.000,100.500
2021-09-30,664.919,16.000,2144.926,2.604,11.000,1.000,70.832,59.000,128.000,5709.000,86.000
2021-10-01,1028.074,17.000,2343.653,4.864,38.000,5.000,89.184,63.000,190.000,10529.000,130.000
2021-10-02,984.497,15.000,2277.211,4.050,52.000,17.000,87.221,69.000,189.000,8763.000,115.500
2021-10-03,1069.502,17.000,2372.063,5.492,37.000,3.000,83.748,60.000,184.000,11862.000,133.000
2021-10-04,799.896,16.000,2205.136,2.858,30.000,1.000,75.802,55.000,126.000,6243.000,94.000
2021-10-05,812.101,17.000,2204.618,3.061,30.000,3.000,74.901,57.000,126.000,6729.000,108.500
2021-10-06,703.241,15.000,2204.035,2.906,10.000,1.000,75.261,61.000,105.000,6144.000,101.500
2021-10-07,639.601,15.000,2193.533,2.399,12.000,2.000,74.509,63.000,99.000,5237.000,95.000
2021-10-08,790.984,16.000,2403.263,3.071,12.000,9.245,76.133,64.000,109.000,6612.000,100.000
2021-10-09,826.364,15.000,2298.400,4.137,11.000,9.000,80.821,67.000,201.000,9059.000,91.500
2021-10-10,1161.833,15.000,2332.201,6.187,43.000,7.000,86.538,61.000,313.000,13590.000,103.000
2021-10-11,751.162,15.000,2178.280,3.515,32.000,3.000,77.217,58.000,128.000,7741.542,91.000
2021-10-12,1115.127,16.000,2261.632,4.890,67.000,5.000,82.643,54.000,190.000,10469.000,92.000
2021-10-13,871.209,16.000,2252.866,3.380,30.000,8.878,77.030,58.000,134.000,7090.000,102.000
2021-10-14,835.870,17.000,2318.992,3.217,30.000,,77.935,62.000,126.000,6984.000,101.000
2021-10-15,864.826,18.000,2181.559,2.489,37.000,2.847,74.834,61.000,101.000,5411.000,97.000
2021-10-16,855.958,16.000,2172.046,4.038,38.000,3.000,88.994,59.000,146.000,8813.000,142.000
2021-10-17,742.435,17.000,2275.826,2.793,10.000,1.000,73.075,61.000,132.000,6195.000,66.000
2021-10-18,764.968,14.000,2277.797,3.059,13.000,,75.940,61.000,113.000,6637.000,104.000
2021-10-19,729.034,16.000,2184.987,2.920,16.000,1.000,72.055,60.000,101.000,5499.000,102.000
2021-10-20,781.104,17.000,2221.765,3.497,15.000,1.000,75.618,64.000,112.000,7498.000,93.500
2021-10-21,654.877,15.000,2189.673,2.449,12.000,2.000,73.202,59.000,92.000,5354.000,104.500
2021-10-22,821.299,15.000,2266.288,3.655,14.000,2.000,81.634,62.000,135.000,8040.000,108.500
2021-10-23,759.868,16.000,2231.782,3.712,14.000,3.000,79.595,66.000,171.000,8202.000,97.500
2021-10-24,1093.631,17.000,2332.993,5.108,45.000,6.000,81.816,63.000,201.000,11252.000,99.000
2021-10-25,809.877,16.000,2292.683,3.418,13.000,,75.615,62.000,116.000,7274.000,105.500
2021-10-26,760.213,18.000,2217.869,3.450,13.000,,74.573,61.000,133.000,7403.000,106.000
2021-10-27,769.746,16.000,2224.667,3.140,11.000,1.000,71.461,59.000,132.000,6657.000,91.000
2021-10-28,603.251,15.000,2069.535,2.866,18.000,2.000,74.723,61.000,99.000,6200.000,97.500
2021-10-29,828.033,17.000,2230.291,3.112,27.000,6.000,76.313,62.000,124.000,6771.000,99.000
2021-10-30,817.142,14.000,2185.984,3.497,29.000,2.000,77.335,63.000,124.000,7659.000,107.000
2021-10-31,1002.375,17.000,2279.643,4.136,42.000,6.000,79.639,57.000,182.000,9056.628,90.500
2021-11-01,748.555,15.000,2189.240,2.955,23.000,,74.896,59.000,110.000,6176.000,96.000
2021-11-02,788.253,17.000,2273.027,2.536,20.000,2.000,77.375,66.000,103.000,5501.000,102.000
2021-11-03,781.641,16.000,2184.074,2.884,27.000,1.000,74.149,60.000,129.000,6134.000,100.500
2021-11-04,710.267,16.000,2174.261,2.638,20.000,,75.193,61.000,97.000,5716.000,99.000
2021-11-05,710.248,14.000,2221.979,2.200,15.000,2.000,74.688,61.000,87.000,4808.000,101.500
2021-11-06,676.935,13.000,1946.468,1.939,55.000,,77.118,62.000,88.000,4362.000,102.000
2021-11-07,850.874,15.000,2364.161,3.617,18.000,13.000,83.198,64.000,155.000,7923.000,97.000
2021-11-08,597.437,14.000,2101.782,1.954,15.000,1.000,77.751,62.000,72.000,4263.000,100.000
2021-11-09,944.665,17.000,2257.536,4.523,16.000,4.000,79.606,63.000,200.000,9812.125,112.000
2021-11-10,1058.967,18.000,2587.491,3.618,39.000,5.000,84.096,61.000,185.000,7925.875,118.000
2021-11-11,1044.950,18.000,2382.470,4.810,32.000,4.000,78.483,62.000,217.000,10686.000,94.000
2021-11-12,1090.443,18.000,2387.440,4.928,48.000,8.000,87.576,63.000,189.000,10808.000,106.000
2021-11-13,759.760,14.000,2314.429,2.861,23.000,3.000,79.836,54.000,147.000,6395.000,95.000
2021-11-14,677.868,12.000,2241.526,2.511,15.000,1.000,78.596,66.000,116.000,5424.000,106.000
2021-11-15,802.527,14.000,2155.664,3.975,34.000,2.000,77.615,55.000,137.000,8233.000,94.000
2021-11-16,636.790,13.000,2100.529,2.451,16.000,,76.869,65.000,99.000,5262.000,105.500
2021-11-17,813.696,15.000,2230.579,3.240,16.000,3.000,78.006,62.000,146.000,7044.000,109.500
2021-11-18,767.377,18.000,2238.501,3.310,15.000,3.000,75.326,65.000,123.000,7151.000,101.500
2021-11-19,690.853,13.000,2085.487,2.427,26.000,4.000,76.256,65.000,106.000,5339.000,98.000
2021-11-20,671.080,16.000,2175.518,2.456,21.000,,75.949,56.000,121.000,5473.000,98.500
2021-11-21,782.899,17.000,2178.590,2.989,21.000,3.000,77.283,65.000,131.000,6518.000,106.500
2021-11-22,750.198,12.000,2231.407,3.214,18.000,2.000,80.051,65.000,95.000,6945.000,108.000
2021-11-23,637.741,13.000,2099.852,1.300,24.000,,70.589,59.000,41.000,2865.000,89.000
2021-11-24,638.773,14.000,2166.312,2.130,7.425,3.000,77.087,65.000,90.000,4624.035,109.000
2021-11-25,622.683,12.000,2080.847,3.658,12.575,7.000,85.185,69.000,147.000,8081.000,119.500
2021-11-26,509.211,14.000,2019.442,1.762,5.000,2.000,70.565,61.000,67.000,3885.000,82.000
2021-11-27,621.422,15.000,2142.864,2.045,4.000,,75.937,63.000,74.000,4468.000,108.500
2021-11-28,674.539,16.000,2169.142,2.041,7.000,6.000,74.589,63.000,68.000,4402.000,105.000
2021-11-29,833.645,17.000,2243.815,3.371,12.000,,80.124,67.000,147.000,7301.000,106.000
2021-11-30,446.286,12.000,2014.189,1.718,,,87.290,76.000,73.000,3855.000,103.500
2021-12-01,457.679,13.000,1962.587,1.149,11.000,1.000,82.037,75.000,51.000,2550.000,104.000
2021-12-02,599.489,14.000,2112.758,1.865,4.000,4.000,77.149,67.000,84.000,4082.000,104.000
2021-12-03,422.071,11.000,2003.237,1.189,4.000,2.000,83.000,70.000,41.000,2591.878,114.000
2021-12-04,453.006,12.000,1980.632,2.301,7.000,,84.269,72.000,76.000,5054.000,111.000
2021-12-05,814.004,15.000,2275.953,4.486,14.000,13.000,74.558,61.000,166.000,9916.000,89.000
2021-12-06,713.887,16.000,2191.721,3.341,17.000,7.000,75.511,63.000,117.000,7296.000,101.000
2021-12-07,672.401,16.000,2207.225,2.935,5.000,6.000,71.063,58.000,98.000,6482.000,98.000
2021-12-08,491.905,14.000,2067.587,1.989,4.000,2.000,70.869,57.000,57.000,4375.000,92.500
2021-12-09,740.684,16.000,2169.860,3.591,18.000,7.000,77.208,56.000,143.000,7743.000,91.500
2021-12-10,601.312,15.000,2115.019,2.701,4.000,2.000,70.671,53.000,102.000,5961.574,92.000
2021-12-11,751.395,16.000,2272.825,4.276,14.000,9.000,70.583,52.000,149.000,9722.000,90.000
2021-12-12,830.512,17.000,2323.092,3.857,11.000,17.000,80.955,61.000,177.000,8536.000,99.000
2021-12-13,625.838,12.000,2106.483,3.034,18.000,,83.015,69.000,113.000,6626.000,101.000
2021-12-14,916.422,17.000,2337.470,4.436,22.000,4.000,82.220,64.000,160.000,9675.000,95.000
2021-12-15,727.575,14.000,2201.242,4.093,15.000,2.000,86.502,61.000,148.000,8939.000,119.500
2021-12-16,566.314,14.000,2123.868,2.675,1.000,,73.526,56.000,123.000,5963.000,97.000
2021-12-17,603.710,13.000,2285.596,2.421,4.000,1.000,81.928,56.000,113.000,5594.487,100.000
2021-12-18,674.913,15.000,2211.449,3.391,,1.000,70.454,52.000,141.000,7507.000,86.500
2021-12-19,672.991,17.000,2205.013,4.021,1.000,,76.611,53.000,174.000,9077.000,97.000
2021-12-20,798.161,16.000,2183.515,4.582,18.000,,89.175,62.000,180.000,10089.000,132.000
2021-12-21,962.920,18.000,2342.167,4.539,31.000,14.000,86.912,69.000,199.000,9861.000,131.000
2021-12-22,833.598,15.000,2258.441,4.198,17.000,16.000,78.915,63.000,207.000,9277.000,98.000
2021-12-23,991.850,16.000,2318.323,5.136,28.000,20.000,84.726,65.000,247.000,11295.000,95.000
2021-12-24,406.298,13.000,1956.418,1.808,7.000,4.000,71.354,61.000,59.000,4045.000,93.000
2021-12-25,709.288,14.000,2205.707,3.588,8.000,4.000,70.237,57.000,145.000,7955.904,89.000
2021-12-26,976.367,17.000,2335.076,5.603,15.000,16.000,74.812,60.000,245.000,12341.000,90.000
2021-12-27,932.050,17.000,2302.978,5.098,21.000,12.000,77.665,60.000,211.000,11130.000,94.000
2021-12-28,653.704,13.000,2106.085,3.477,11.000,9.000,75.065,53.000,174.000,7705.643,100.000
2021-12-29,701.549,17.000,2231.714,3.252,17.000,8.000,74.549,63.000,143.000,7078.357,97.500
2021-12-30,688.174,15.000,2245.809,3.117,7.000,4.000,77.025,56.000,110.000,6949.000,93.000
2021-12-31,624.617,14.000,2145.922,2.618,7.000,6.000,79.525,66.000,130.000,5827.258,94.000
